[2014/07/07 18:58:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2810, 2862)
[2014/07/07 21:13:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12403, 12455)
[2014/07/07 21:13:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12456, 12508)
[2014/07/07 21:13:41] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8905, 8957). Elapsed time: 00:46:26
[2014/07/07 21:13:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12509, 12561)
[2014/07/07 21:14:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12562, 12614)
[2014/07/07 21:14:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12668, 12720)
[2014/07/07 21:14:01] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12615, 12667)
[2014/07/07 21:14:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12721, 12773)
[2014/07/07 21:14:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10283, 10335). Elapsed time: 00:35:19
[2014/07/07 21:15:08] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10124, 10176). Elapsed time: 00:38:07
[2014/07/07 21:15:13] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9912, 9964). Elapsed time: 00:38:43
[2014/07/07 21:15:24] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 8693, 8745). Elapsed time: 00:51:54
[2014/07/07 21:15:54] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9859, 9911). Elapsed time: 00:39:53
[2014/07/07 21:16:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12774, 12826)
[2014/07/07 21:17:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12827, 12879)
[2014/07/07 21:18:43] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10336, 10388). Elapsed time: 00:38:42
[2014/07/07 21:18:44] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9700, 9752). Elapsed time: 00:42:59
[2014/07/07 21:19:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10071, 10123). Elapsed time: 00:42:24
[2014/07/07 21:19:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12880, 12932)
[2014/07/07 21:19:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12933, 12985)
[2014/07/07 21:20:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10601, 10653). Elapsed time: 00:37:07
[2014/07/07 21:21:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12986, 13038)
[2014/07/07 21:21:21] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9965, 10017). Elapsed time: 00:44:50
[2014/07/07 21:22:27] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10018, 10070). Elapsed time: 00:45:42
[2014/07/07 21:22:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13039, 13091)
[2014/07/07 21:22:43] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10389, 10441). Elapsed time: 00:42:43
[2014/07/07 21:23:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13092, 13144)
[2014/07/07 21:23:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13145, 13197)
[2014/07/07 21:23:44] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10442, 10494). Elapsed time: 00:43:29
[2014/07/07 21:23:44] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13198, 13250)
[2014/07/07 21:24:04] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10548, 10600). Elapsed time: 00:41:34
[2014/07/07 21:24:14] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13251, 13303)
[2014/07/07 21:24:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13304, 13356)
[2014/07/07 21:24:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 9753, 9805). Elapsed time: 00:48:38
[2014/07/07 21:25:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13357, 13409)
[2014/07/07 21:25:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13410, 13462)
[2014/07/07 21:26:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13463, 13515)
[2014/07/07 21:26:34] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10866, 10918). Elapsed time: 00:36:33
[2014/07/07 21:27:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10919, 10971). Elapsed time: 00:37:08
[2014/07/07 21:27:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10230, 10282). Elapsed time: 00:48:18
[2014/07/07 21:29:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13516, 13568)
[2014/07/07 21:29:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13569, 13621)
[2014/07/07 21:30:01] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13675, 13727)
[2014/07/07 21:30:01] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13622, 13674)
[2014/07/07 21:30:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13728, 13780)
[2014/07/07 21:30:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10654, 10706). Elapsed time: 00:46:50
[2014/07/07 21:31:01] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13781, 13833)
[2014/07/07 21:31:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13834, 13886)
[2014/07/07 21:31:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13887, 13939)
[2014/07/07 21:31:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13940, 13992)
[2014/07/07 21:31:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13993, 14045)
[2014/07/07 21:32:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14046, 14098)
[2014/07/07 21:32:57] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10177, 10229). Elapsed time: 00:55:57
[2014/07/07 21:34:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10972, 11024). Elapsed time: 00:43:33
[2014/07/07 21:35:01] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11237, 11289). Elapsed time: 00:35:31
[2014/07/07 21:35:54] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10495, 10547). Elapsed time: 00:55:08
[2014/07/07 21:36:01] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10707, 10759). Elapsed time: 00:48:46
[2014/07/07 21:37:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14099, 14151)
[2014/07/07 21:38:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14152, 14204)
[2014/07/07 21:39:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14205, 14257)
[2014/07/07 21:40:03] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11025, 11077). Elapsed time: 00:48:48
[2014/07/07 21:40:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10760, 10812). Elapsed time: 00:51:07
[2014/07/07 21:41:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11396, 11448). Elapsed time: 00:39:51
[2014/07/07 21:41:12] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11290, 11342). Elapsed time: 00:41:26
[2014/07/07 21:41:14] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11184, 11236). Elapsed time: 00:42:28
[2014/07/07 21:41:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14258, 14310)
[2014/07/07 21:41:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14311, 14363)
[2014/07/07 21:43:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14364, 14416)
[2014/07/07 21:43:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14417, 14469)
[2014/07/07 21:44:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14470, 14522)
[2014/07/07 21:44:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14523, 14575)
[2014/07/07 21:44:45] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14576, 14628)
[2014/07/07 21:44:48] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14629, 14681)
[2014/07/07 21:45:15] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14682, 14734)
[2014/07/07 21:46:30] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11502, 11554). Elapsed time: 00:44:45
[2014/07/07 21:47:01] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11661, 11713). Elapsed time: 00:41:46
[2014/07/07 21:47:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11608, 11660). Elapsed time: 00:44:23
[2014/07/07 21:47:15] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11555, 11607). Elapsed time: 00:45:29
[2014/07/07 21:48:05] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 10813, 10865). Elapsed time: 00:58:35
[2014/07/07 21:49:26] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11131, 11183). Elapsed time: 00:58:10
[2014/07/07 21:49:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14735, 14787)
[2014/07/07 21:50:43] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11078, 11130). Elapsed time: 00:59:27
[2014/07/07 21:52:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14788, 14840)
[2014/07/07 21:53:08] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12350, 12402). Elapsed time: 00:40:23
[2014/07/07 21:53:51] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11449, 11501). Elapsed time: 00:52:05
[2014/07/07 21:54:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14841, 14893)
[2014/07/07 21:54:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14894, 14946)
[2014/07/07 21:55:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14947, 14999)
[2014/07/07 21:55:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15000, 15052)
[2014/07/07 21:55:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15053, 15105)
[2014/07/07 21:56:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11714, 11766). Elapsed time: 00:50:20
[2014/07/07 21:56:30] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11767, 11819). Elapsed time: 00:50:29
[2014/07/07 21:57:02] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15106, 15158)
[2014/07/07 21:57:43] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12456, 12508). Elapsed time: 00:44:12
[2014/07/07 21:58:12] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12138, 12190). Elapsed time: 00:47:42
[2014/07/07 22:00:25] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12297, 12349). Elapsed time: 00:47:53
[2014/07/07 22:00:32] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12615, 12667). Elapsed time: 00:46:31
[2014/07/07 22:00:47] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12668, 12720). Elapsed time: 00:46:47
[2014/07/07 22:00:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11926, 11978). Elapsed time: 00:52:52
[2014/07/07 22:00:55] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11343, 11395). Elapsed time: 01:00:10
[2014/07/07 22:01:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15265, 15317)
[2014/07/07 22:01:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15159, 15211)
[2014/07/07 22:01:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15212, 15264)
[2014/07/07 22:01:40] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12880, 12932). Elapsed time: 00:42:10
[2014/07/07 22:02:04] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11873, 11925). Elapsed time: 00:54:49
[2014/07/07 22:02:27] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12191, 12243). Elapsed time: 00:51:42
[2014/07/07 22:02:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15318, 15370)
[2014/07/07 22:03:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15424, 15476)
[2014/07/07 22:03:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15371, 15423)
[2014/07/07 22:03:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15477, 15529)
[2014/07/07 22:04:00] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13357, 13409). Elapsed time: 00:38:29
[2014/07/07 22:04:19] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12774, 12826). Elapsed time: 00:48:04
[2014/07/07 22:05:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12562, 12614). Elapsed time: 00:51:09
[2014/07/07 22:05:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15530, 15582)
[2014/07/07 22:05:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15583, 15635)
[2014/07/07 22:05:46] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12509, 12561). Elapsed time: 00:52:01
[2014/07/07 22:06:02] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15636, 15688)
[2014/07/07 22:06:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15689, 15741)
[2014/07/07 22:06:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12244, 12296). Elapsed time: 00:55:54
[2014/07/07 22:06:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15742, 15794)
[2014/07/07 22:06:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12721, 12773). Elapsed time: 00:52:02
[2014/07/07 22:07:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15795, 15847)
[2014/07/07 22:07:26] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13410, 13462). Elapsed time: 00:41:40
[2014/07/07 22:07:32] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15848, 15900)
[2014/07/07 22:07:32] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15901, 15953)
[2014/07/07 22:07:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 15954, 16006)
[2014/07/07 22:07:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11979, 12031). Elapsed time: 00:58:17
[2014/07/07 22:08:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16007, 16059)
[2014/07/07 22:08:16] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12085, 12137). Elapsed time: 00:58:15
[2014/07/07 22:08:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16060, 16112)
[2014/07/07 22:10:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16113, 16165)
[2014/07/07 22:10:21] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12827, 12879). Elapsed time: 00:52:50
[2014/07/07 22:11:02] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16166, 16218)
[2014/07/07 22:11:19] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 11820, 11872). Elapsed time: 01:04:03
[2014/07/07 22:11:24] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13039, 13091). Elapsed time: 00:48:52
[2014/07/07 22:12:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16219, 16271)
[2014/07/07 22:14:05] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13251, 13303). Elapsed time: 00:49:50
[2014/07/07 22:14:42] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12986, 13038). Elapsed time: 00:53:41
[2014/07/07 22:15:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16272, 16324)
[2014/07/07 22:16:01] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16325, 16377)
[2014/07/07 22:16:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16378, 16430)
[2014/07/07 22:16:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16431, 16483)
[2014/07/07 22:16:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16484, 16536)
[2014/07/07 22:17:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16537, 16589)
[2014/07/07 22:18:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13145, 13197). Elapsed time: 00:55:18
[2014/07/07 22:19:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12403, 12455). Elapsed time: 01:06:23
[2014/07/07 22:20:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16590, 16642)
[2014/07/07 22:21:32] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16643, 16695)
[2014/07/07 22:21:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 12933, 12985). Elapsed time: 01:02:08
[2014/07/07 22:23:09] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14046, 14098). Elapsed time: 00:50:37
[2014/07/07 22:24:02] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16696, 16748)
[2014/07/07 22:24:30] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13463, 13515). Elapsed time: 00:57:58
[2014/07/07 22:24:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16749, 16801)
[2014/07/07 22:25:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16802, 16854)
[2014/07/07 22:25:23] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13887, 13939). Elapsed time: 00:53:52
[2014/07/07 22:25:34] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13728, 13780). Elapsed time: 00:55:03
[2014/07/07 22:25:40] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13198, 13250). Elapsed time: 01:01:55
[2014/07/07 22:25:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13092, 13144). Elapsed time: 01:02:47
[2014/07/07 22:26:32] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13304, 13356). Elapsed time: 01:02:00
[2014/07/07 22:26:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13622, 13674). Elapsed time: 00:56:34
[2014/07/07 22:27:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16855, 16907)
[2014/07/07 22:27:00] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16908, 16960)
[2014/07/07 22:27:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 16961, 17013)
[2014/07/07 22:28:02] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14205, 14257). Elapsed time: 00:48:46
[2014/07/07 22:28:44] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13675, 13727). Elapsed time: 00:58:43
[2014/07/07 22:29:15] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13993, 14045). Elapsed time: 00:57:28
[2014/07/07 22:29:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13516, 13568). Elapsed time: 01:00:47
[2014/07/07 22:30:30] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17067, 17119)
[2014/07/07 22:30:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17014, 17066)
[2014/07/07 22:30:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17120, 17172)
[2014/07/07 22:30:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17226, 17278)
[2014/07/07 22:30:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17173, 17225)
[2014/07/07 22:31:01] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17279, 17331)
[2014/07/07 22:31:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17332, 17384)
[2014/07/07 22:31:42] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13781, 13833). Elapsed time: 01:00:40
[2014/07/07 22:31:47] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17385, 17437)
[2014/07/07 22:32:15] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 14258, 14310). Elapsed time: 00:50:29
[2014/07/07 22:33:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17438, 17490)
[2014/07/07 22:33:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17491, 17543)
[2014/07/07 22:34:01] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17544, 17596)
[2014/07/07 22:34:43] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13569, 13621). Elapsed time: 01:05:12
[2014/07/07 22:35:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 13940, 13992). Elapsed time: 01:04:17
[2014/07/07 22:36:46] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17597, 17649)
[2014/07/07 22:37:31] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 17650, 17702)
